timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 10:47:14.979, 68, 49.36 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:15.980, 68, 49.15 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:16.980, 67, 45.22 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:17.981, 68, 40.88 W, 2444 MHz, [N/A], 35 %, [N/A]
2026/07/19 10:47:18.981, 67, 44.91 W, 2450 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:47:19.982, 70, 52.48 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:20.982, 69, 58.57 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:21.982, 69, 51.07 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:22.983, 69, 51.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:23.983, 68, 51.08 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:24.984, 69, 50.98 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:25.984, 69, 50.79 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:26.985, 69, 50.71 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:27.985, 69, 50.66 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:28.986, 69, 50.93 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:29.986, 69, 50.32 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:30.987, 69, 50.27 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:31.987, 68, 49.32 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:32.987, 68, 48.94 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:33.988, 62, 16.61 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:34.990, 62, 38.42 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:35.991, 70, 34.17 W, 2418 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:36.991, 69, 59.40 W, 2424 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:37.991, 68, 51.24 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:38.992, 68, 51.17 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:39.992, 68, 51.23 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:40.993, 68, 51.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:41.993, 68, 51.27 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:42.993, 68, 50.71 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:43.994, 68, 50.74 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:44.994, 68, 50.93 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:45.995, 69, 50.74 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:46.995, 69, 50.74 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:47.996, 69, 50.80 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:48.996, 69, 50.81 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:49.996, 64, 44.73 W, 2424 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:50.997, 67, 45.85 W, 2450 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:51.997, 67, 44.84 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:52.998, 70, 61.49 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:53.998, 69, 57.05 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:54.999, 69, 51.15 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:55.999, 69, 50.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:56.999, 69, 51.05 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:58.000, 69, 51.03 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:59.000, 69, 50.63 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:00.001, 69, 50.85 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:01.001, 69, 50.41 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:02.001, 69, 50.19 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:03.002, 69, 48.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:04.002, 68, 45.80 W, 2450 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:48:05.002, 63, 36.23 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:06.003, 67, 33.91 W, 2444 MHz, [N/A], 8 %, [N/A]
2026/07/19 10:48:07.003, 67, 45.76 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:08.003, 67, 46.00 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:09.004, 68, 47.76 W, 2437 MHz, [N/A], 89 %, [N/A]
2026/07/19 10:48:10.004, 68, 51.67 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:11.005, 68, 51.64 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:12.005, 68, 51.49 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:13.005, 69, 51.19 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:14.006, 69, 50.87 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:15.006, 69, 50.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:16.006, 68, 50.91 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:48:17.007, 64, 45.20 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:18.007, 67, 24.77 W, 2444 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:48:19.008, 67, 45.69 W, 2418 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:20.011, 67, 46.13 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:21.011, 67, 46.12 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:22.012, 68, 49.31 W, 2444 MHz, [N/A], 90 %, [N/A]
2026/07/19 10:48:23.012, 68, 51.54 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:24.013, 69, 51.43 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:25.013, 68, 50.55 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:26.013, 68, 50.75 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:27.014, 69, 50.72 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:28.014, 69, 50.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:29.015, 69, 50.92 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:30.015, 63, 38.18 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:31.016, 67, 36.66 W, 2444 MHz, [N/A], 90 %, [N/A]
2026/07/19 10:48:32.016, 67, 45.76 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:33.016, 67, 45.97 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:34.017, 68, 46.77 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:35.017, 68, 51.33 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:36.017, 68, 51.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:37.018, 69, 51.44 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:38.018, 69, 50.94 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:39.019, 68, 50.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:40.019, 68, 50.76 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:41.019, 68, 50.84 W, 2444 MHz, [N/A], 95 %, [N/A]
