timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:47:25.002, 79, 74.51 W, 2314 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:26.003, 79, 75.72 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:27.004, 80, 76.39 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:28.004, 77, 75.02 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:29.005, 81, 79.88 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:30.005, 79, 81.45 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:31.006, 80, 73.64 W, 2301 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:32.007, 83, 76.33 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:33.007, 80, 76.01 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:34.007, 77, 74.30 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:35.008, 77, 79.90 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:36.009, 81, 81.86 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:37.010, 80, 72.44 W, 2294 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:38.010, 80, 76.53 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:39.011, 81, 76.47 W, 2333 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:40.011, 78, 75.73 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:41.012, 79, 79.60 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:42.012, 83, 81.93 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:43.013, 78, 72.66 W, 2301 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:44.013, 81, 76.47 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:45.014, 81, 76.31 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:46.014, 80, 75.22 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:47.015, 82, 79.46 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:48.016, 78, 80.79 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:49.016, 80, 73.60 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:50.017, 81, 74.82 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:51.018, 80, 76.54 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:52.019, 78, 73.54 W, 2346 MHz, [N/A], 96 %, [N/A]
