timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:49:02.408, 70, 61.44 W, 2418 MHz, [N/A], 91 %, [N/A]
2026/07/19 11:49:03.409, 70, 51.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:04.410, 70, 51.55 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:05.410, 69, 51.25 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:06.410, 70, 51.18 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:07.411, 70, 51.22 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:08.411, 70, 51.36 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:09.412, 70, 51.05 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:10.412, 70, 51.14 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:11.413, 70, 51.26 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:12.413, 70, 51.20 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:13.413, 70, 50.94 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:14.414, 70, 50.45 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:15.414, 70, 50.10 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:16.415, 64, 26.68 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:49:17.415, 70, 61.18 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:18.416, 72, 58.48 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:19.417, 69, 54.77 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:20.417, 70, 51.26 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:21.418, 70, 51.29 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:22.418, 70, 51.25 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:23.419, 70, 51.38 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:24.419, 70, 51.09 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:25.420, 70, 51.11 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:26.421, 70, 51.20 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:27.421, 70, 51.15 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:28.422, 70, 51.03 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:29.422, 69, 51.17 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:30.423, 70, 50.24 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:31.424, 65, 41.23 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:32.424, 63, 16.38 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:49:33.425, 73, 55.24 W, 2405 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:34.425, 69, 59.99 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:35.426, 69, 51.56 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:36.426, 69, 51.52 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:37.426, 69, 51.24 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:38.427, 70, 51.21 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:39.427, 69, 51.15 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:40.427, 70, 51.19 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:41.428, 69, 50.99 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:42.428, 70, 51.03 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:43.429, 70, 51.18 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:44.429, 69, 51.07 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:45.430, 70, 50.83 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:46.430, 70, 51.00 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:47.431, 69, 47.18 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:48.431, 68, 24.38 W, 2437 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:49:49.432, 68, 45.62 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:50.432, 68, 46.10 W, 2450 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:49:51.433, 68, 46.18 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:52.433, 69, 49.18 W, 2444 MHz, [N/A], 80 %, [N/A]
2026/07/19 11:49:53.434, 69, 51.65 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:54.434, 69, 51.65 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:55.434, 69, 51.43 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:56.435, 69, 50.89 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:57.435, 70, 50.73 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:49:58.436, 69, 50.84 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:49:59.436, 70, 50.71 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:00.437, 70, 50.97 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:01.437, 63, 31.82 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:02.437, 68, 43.05 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:03.438, 68, 45.89 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:50:04.438, 68, 46.15 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:05.439, 68, 47.16 W, 2437 MHz, [N/A], 88 %, [N/A]
2026/07/19 11:50:06.439, 69, 50.23 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:50:07.440, 69, 51.88 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:08.440, 69, 51.48 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:09.440, 69, 51.07 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:10.441, 69, 50.83 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:11.441, 69, 50.95 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:50:12.442, 69, 50.69 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:13.443, 69, 50.71 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:14.443, 66, 27.69 W, 2424 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:50:15.444, 68, 45.81 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:16.445, 68, 45.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:17.445, 68, 46.21 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:18.446, 69, 48.91 W, 2437 MHz, [N/A], 82 %, [N/A]
2026/07/19 11:50:19.446, 69, 51.66 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:20.447, 69, 51.85 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:21.448, 69, 51.61 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:22.448, 69, 50.68 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:23.448, 69, 50.87 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:24.449, 69, 50.72 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:50:25.449, 69, 50.93 W, 2444 MHz, [N/A], 95 %, [N/A]
