timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:47:06.362, 78, 81.82 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:07.363, 78, 80.53 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:08.363, 75, 77.67 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:09.364, 78, 78.18 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:10.364, 77, 75.92 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:11.365, 75, 81.22 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:12.365, 79, 81.54 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:13.365, 81, 78.94 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:14.366, 78, 78.11 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:15.366, 75, 78.01 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:16.366, 78, 77.49 W, 2398 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:17.366, 79, 82.17 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:18.366, 80, 82.43 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:19.367, 80, 78.30 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:20.367, 80, 78.14 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:21.367, 77, 78.40 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:22.368, 76, 78.25 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:23.368, 75, 82.04 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:24.369, 77, 75.35 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:25.369, 76, 78.33 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:26.369, 76, 78.34 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:27.369, 77, 78.28 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:28.370, 79, 78.84 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:29.370, 80, 82.29 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:30.370, 75, 81.05 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:31.370, 77, 77.96 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:32.371, 81, 78.42 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:33.371, 80, 79.01 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:34.371, 81, 78.93 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:35.371, 77, 81.72 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:36.372, 76, 81.66 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:37.372, 82, 78.71 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:38.372, 77, 78.54 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:39.372, 81, 79.17 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:40.373, 80, 79.52 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:41.373, 80, 82.22 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:42.373, 77, 81.00 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:43.374, 76, 78.89 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:44.374, 78, 79.33 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:45.374, 82, 78.05 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:46.375, 82, 79.18 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:47:47.375, 77, 82.41 W, 2366 MHz, [N/A], 96 %, [N/A]
