timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 10:30:26.729, 65, 38.15 W, 2418 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:30:27.729, 70, 52.98 W, 2450 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:28.730, 69, 45.29 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:30:29.730, 69, 45.48 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:30:30.731, 70, 45.39 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:30:31.732, 70, 44.52 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:30:32.732, 77, 34.88 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:30:33.733, 77, 81.61 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:34.733, 77, 81.41 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:35.734, 79, 78.03 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:36.734, 79, 78.76 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:37.734, 77, 78.19 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:38.735, 77, 79.38 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:39.736, 80, 81.95 W, 2392 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:40.736, 78, 79.21 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:41.736, 80, 78.39 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:42.737, 74, 78.47 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:43.738, 75, 77.30 W, 2385 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:44.738, 81, 82.12 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:45.739, 79, 81.76 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:46.739, 79, 78.60 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:47.740, 81, 78.31 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:48.740, 80, 77.83 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:49.741, 82, 79.74 W, 2372 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:50.741, 81, 82.46 W, 2379 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:51.742, 81, 80.36 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:52.742, 75, 78.49 W, 2353 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:53.743, 80, 78.19 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:54.743, 81, 76.63 W, 2359 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:55.744, 77, 82.84 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:56.744, 83, 82.30 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:57.745, 76, 79.38 W, 2346 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:58.745, 79, 78.32 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:30:59.746, 81, 78.36 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:00.746, 81, 78.17 W, 2379 MHz, [N/A], 96 %, [N/A]
