timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 10:47:17.573, 76, 39.49 W, 2418 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:18.573, 74, 49.51 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:19.574, 72, 49.52 W, 2431 MHz, [N/A], 9 %, [N/A]
2026/07/19 10:47:20.574, 75, 62.28 W, 2431 MHz, [N/A], 91 %, [N/A]
2026/07/19 10:47:21.575, 75, 52.51 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:22.575, 75, 52.51 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:23.575, 75, 52.47 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:24.576, 75, 52.51 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:25.577, 75, 52.44 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:26.577, 75, 52.34 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:27.577, 75, 52.29 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:28.578, 75, 52.35 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:29.579, 75, 52.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:30.579, 75, 51.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:31.580, 75, 51.34 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:32.581, 75, 50.73 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:33.581, 71, 44.94 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:34.582, 70, 18.62 W, 2405 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:35.582, 70, 40.80 W, 2405 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:36.582, 77, 45.35 W, 2418 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:37.583, 75, 57.10 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:38.584, 75, 52.88 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:39.584, 75, 53.09 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:40.585, 75, 53.13 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:41.585, 75, 52.95 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:42.586, 75, 52.81 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:43.586, 75, 52.49 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:44.587, 75, 52.44 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:45.587, 75, 52.38 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:46.588, 75, 52.37 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:47.588, 75, 52.39 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:48.589, 75, 52.37 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:49.589, 75, 52.24 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:50.590, 76, 43.47 W, 2437 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:47:51.590, 73, 46.94 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:52.591, 76, 57.33 W, 2431 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:53.591, 75, 62.51 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:54.591, 74, 52.47 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:55.592, 74, 52.39 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:47:56.592, 74, 52.14 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:57.592, 74, 52.30 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:58.593, 74, 52.02 W, 2437 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:47:59.593, 74, 52.06 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:00.594, 74, 51.85 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:01.594, 74, 51.41 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:02.595, 74, 50.35 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:03.595, 73, 47.91 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:04.596, 73, 46.86 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:05.596, 72, 26.02 W, 2418 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:48:06.597, 73, 46.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:07.597, 73, 47.16 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:08.598, 73, 47.87 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:09.599, 73, 51.89 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:10.599, 73, 52.71 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:11.600, 73, 52.60 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:12.600, 73, 52.64 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:13.601, 73, 51.91 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:14.601, 73, 51.90 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:15.601, 73, 51.93 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:16.602, 73, 51.86 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:17.602, 68, 24.16 W, 2405 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:48:18.603, 72, 45.30 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:19.603, 72, 47.04 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:20.603, 72, 47.18 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:21.604, 72, 48.43 W, 2450 MHz, [N/A], 90 %, [N/A]
2026/07/19 10:48:22.604, 72, 52.27 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:23.605, 73, 52.60 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:24.605, 73, 51.71 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:25.605, 72, 51.75 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:26.606, 73, 51.58 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:27.607, 73, 51.75 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:28.607, 73, 51.67 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:29.608, 73, 50.38 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:30.608, 71, 28.22 W, 2437 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:48:31.609, 72, 46.53 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:32.609, 72, 46.88 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:33.610, 72, 47.37 W, 2463 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:34.610, 72, 50.60 W, 2444 MHz, [N/A], 92 %, [N/A]
2026/07/19 10:48:35.611, 73, 52.52 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:36.611, 73, 52.41 W, 2437 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:37.612, 72, 51.97 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:38.612, 72, 51.64 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:39.613, 72, 51.67 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:48:40.614, 73, 51.72 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:48:41.614, 73, 51.62 W, 2444 MHz, [N/A], 95 %, [N/A]
